Messe;Halle;Sektor;Standnummer;Kunde;Kommission;Auftragsmenge;Kurztext;Interner Text;Artikel-Nr.;Liefertermin (Möbel);Uhrzeit Lieferung;Kontakt vor Ort;Obergruppe;Verantwortlich;Nummer;Veranstaltungsbeginn;Datum;Person/Zeichen;Auftragsart
Inhorgenta 2026, München;C1;;414;Christelle Limited, Hunghom, Kowloon;;9,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551567;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;414;Christelle Limited, Hunghom, Kowloon;;3,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Jan Ressel;551567;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;414;Christelle Limited, Hunghom, Kowloon;;3,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Jan Ressel;551567;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;419;Abouchar SA, Geneva;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70 rund weiß;2057;;;;Möbel;Jan Ressel;551665;20.02.2026;16.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;419;Abouchar SA, Geneva;;1,00;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;2061;;;;Möbel;Jan Ressel;551665;20.02.2026;16.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;419;Abouchar SA, Geneva;;2,00;Barhocker ZETT schwarz;in Stehgruppe;1003;;;;Möbel;Jan Ressel;551665;20.02.2026;16.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;419;Abouchar SA, Geneva;;4,00;Stuhl KUADRA weiß;;1539;;;;Möbel;Jan Ressel;551665;20.02.2026;16.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;419;Abouchar SA, Geneva;;1,00;MUNICH 130x70 Platte schwarz;für Gestell 130x70 chrom;2053;;;;Möbel;Jan Ressel;551665;20.02.2026;16.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;419;Abouchar SA, Geneva;;1,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 schwarz;2052;;;;Möbel;Jan Ressel;551665;20.02.2026;16.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;C1;;422;Meplan, München;SOMMER GmbH;1,00;PISA 80x80 Tischplatte grau;;2046;;;;Möbel;Sophia Kistler;551929;04.05.2026;15.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;C1;;422;Meplan, München;SOMMER GmbH;1,00;PISA 80x80 Tischgestelll chrom/schwarz;;2048;;;;Möbel;Sophia Kistler;551929;04.05.2026;15.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;C1;;422;Meplan, München;SOMMER GmbH;4,00;Stuhl MUNICH anthrazit;;1214 | 500;;;;Möbel;Sophia Kistler;551929;04.05.2026;15.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;450;Eugenio Mazza, Torre del'Grecco;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;551539;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;450;Eugenio Mazza, Torre del'Grecco;;4,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551539;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;450;Eugenio Mazza, Torre del'Grecco;;1,00;MUNICH 160x70 Tischgestell, chrom;;2086;;;;Möbel;Jan Ressel;551539;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;450;Eugenio Mazza, Torre del'Grecco;;1,00;MUNICH 160x70 Platte schwarz;;2100;;;;Möbel;Jan Ressel;551539;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;452;Filostil Srl, Valenza;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;551520;20.02.2026;03.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;475;Millenium Gems Aleem Uddin, Jaipur;;3,00;Stuhl CATIFA weiß/mocca;;1255;;;;Möbel;Sophia Kistler;552222;20.02.2026;26.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;475;Millenium Gems Aleem Uddin, Jaipur;;1,00;MUNICH 110x70 Tischgestell, chrom;für Platte 110x70 weiß;2049;;;;Möbel;Sophia Kistler;552222;20.02.2026;26.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;475;Millenium Gems Aleem Uddin, Jaipur;;1,00;MUNICH 110x70 Platte weiß;für Gestell 110x70 weiß;2051;;;;Möbel;Sophia Kistler;552222;20.02.2026;26.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;475;Millenium Gems Aleem Uddin, Jaipur;;2,00;MUNICH 160x70 Tischgestell, chrom;für Platte 160x70 weiß;2086;;;;Möbel;Sophia Kistler;552222;20.02.2026;26.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;475;Millenium Gems Aleem Uddin, Jaipur;;2,00;MUNICH 160x70 Platte weiß;für Gestell 160x70 chrom;2042;;;;Möbel;Sophia Kistler;552222;20.02.2026;26.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;505;Bruno Mazza SRL, Torre del Greco - Napoli;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;551495;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;505;Bruno Mazza SRL, Torre del Greco - Napoli;;1,00;Sideboard DADO grau;;1384;;;;Möbel;Jan Ressel;551495;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;506;Tobias Kempf Collection, Kreuzlingen;;4,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551780;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;506;Tobias Kempf Collection, Kreuzlingen;;2,00;PISA 80x80 Tischgestelll chrom/schwarz;;2048;;;;Möbel;Jan Ressel;551780;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;506;Tobias Kempf Collection, Kreuzlingen;;2,00;PISA 80x80 Tischplatte weiß;;2095;;;;Möbel;Jan Ressel;551780;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;507;NEW GOI GEMS SRL, Milano;;1,00;Barhocker ZETT schwarz;;1003;;;;Möbel;Jan Ressel;551820;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;507;NEW GOI GEMS SRL, Milano;;8,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551820;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;507;NEW GOI GEMS SRL, Milano;;2,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551820;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;507;NEW GOI GEMS SRL, Milano;;2,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551820;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;523;Taymans Fine Gems, Antwerpen;;6,00;Stuhl MUNICH anthrazit;;1214;;;;Möbel;Jan Ressel;551540;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;535;Windler SA, Lausanne;;1,00;PICO Plexihaube;;2096;;;;Möbel;Jan Ressel;551776;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;535;Windler SA, Lausanne;;1,00;PICO Korpus weiß;;2097;;;;Möbel;Jan Ressel;551776;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;539;Emil Weis Opals KG, Idar-Oberstein;;7,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551498;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;542;BeautyGems bv, Antwerpen;;2,00;MUNICH 160x70 Tischgestell, chrom;für Platte 160x70 weiß;2086;;;;Möbel;Melanie Eiblmeier;551390;20.02.2026;24.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C1;;542;BeautyGems bv, Antwerpen;;2,00;MUNICH 160x70 Platte weiß;für Gestell 160x70 chrom;2042;;;;Möbel;Melanie Eiblmeier;551390;20.02.2026;24.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C1;;542;BeautyGems bv, Antwerpen;;6,00;Stuhl MUNICH anthrazit;;1214;;;;Möbel;Melanie Eiblmeier;551390;20.02.2026;24.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C1;;542;BeautyGems bv, Antwerpen;;2,00;Schrankvitrine GIGANTE CAB 105;;1497;;;;Möbel;Melanie Eiblmeier;551390;20.02.2026;24.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C1;;542;BeautyGems bv, Antwerpen;;1,00;Tischvitrine VITREO CAB 102 silber;;1505;;;;Möbel;Melanie Eiblmeier;551390;20.02.2026;24.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C1;;546;DD Deutsche Diamant GmbH, Köln;;1,00;Direktionsschrank DINO;;1336;;;;Möbel;Jan Ressel;550942;20.02.2026;10.11.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;546;DD Deutsche Diamant GmbH, Köln;;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Jan Ressel;550942;20.02.2026;10.11.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;546;DD Deutsche Diamant GmbH, Köln;;6,00;Stuhl MUNICH hellgrau;;1217;;;;Möbel;Jan Ressel;550942;20.02.2026;10.11.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;546;DD Deutsche Diamant GmbH, Köln;;2,00;PISA 120x80 Tischgestell chrom/schwarz;;2047;;;;Möbel;Jan Ressel;550942;20.02.2026;10.11.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;546;DD Deutsche Diamant GmbH, Köln;;2,00;PISA 120x80 Tischplatte weiß;;2094;;;;Möbel;Jan Ressel;550942;20.02.2026;10.11.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C1;;573;HIMAYAT GEMS;;2,00;MUNICH 70x70 Platte weiß;chrom;2045;17.02.2026;nachmittags;;Möbel;Sophia Kistler;551644;20.02.2026;15.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;573;HIMAYAT GEMS;;2,00;MUNICH 70x70 Tischgestell, chrom;;2043;17.02.2026;nachmittags;;Möbel;Sophia Kistler;551644;20.02.2026;15.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;573;HIMAYAT GEMS;;1,00;PISA 120x80 Tischgestell chrom/schwarz;;2047;17.02.2026;nachmittags;;Möbel;Sophia Kistler;551644;20.02.2026;15.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;573;HIMAYAT GEMS;;1,00;PISA 120x80 Tischplatte weiß;;2094;17.02.2026;nachmittags;;Möbel;Sophia Kistler;551644;20.02.2026;15.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;573;HIMAYAT GEMS;;6,00;Stuhl MUNICH anthrazit;;1214;17.02.2026;nachmittags;;Möbel;Sophia Kistler;551644;20.02.2026;15.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C1;;573;HIMAYAT GEMS;;6,00;Tischvitrine VITREO CAB 102 silber;;1505;17.02.2026;nachmittags;;Möbel;Sophia Kistler;551644;20.02.2026;15.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;C2;;100;Dahlinger GmbH, Lahr;;2,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Jan Ressel;552205;20.02.2026;23.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;100;Dahlinger GmbH, Lahr;;2,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Jan Ressel;552205;20.02.2026;23.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;105;SOCASES, München;;2,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Florian Wider;551825;20.02.2026;08.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;C2;;112;Mastermind Manufacture Limited, Hong Kong;;2,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551593;20.02.2026;10.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;112;Mastermind Manufacture Limited, Hong Kong;;3,00;MUNICH 130x70 Platte weiß;für Gestell 130x70 chrom;2054;;;;Möbel;Jan Ressel;551593;20.02.2026;10.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;112;Mastermind Manufacture Limited, Hong Kong;;3,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 weiß;2052;;;;Möbel;Jan Ressel;551593;20.02.2026;10.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;112;Mastermind Manufacture Limited, Hong Kong;;3,00;MUNICH 160x70 Tischgestell, chrom;für Platte 160x70 weiß;2086;;;;Möbel;Jan Ressel;551593;20.02.2026;10.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;112;Mastermind Manufacture Limited, Hong Kong;;3,00;MUNICH 160x70 Platte weiß;für Gestell 160x70 chrom;2042;;;;Möbel;Jan Ressel;551593;20.02.2026;10.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;120;Shenzhen Famousman Gift Co. Ltd, Shenzhen;;4,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;552004;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;120;Shenzhen Famousman Gift Co. Ltd, Shenzhen;;1,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;552004;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;120;Shenzhen Famousman Gift Co. Ltd, Shenzhen;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;552004;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;120;Shenzhen Famousman Gift Co. Ltd, Shenzhen;;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Jan Ressel;552004;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;122;C MIC Limited, Shenzhen;;3,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551551;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;122;C MIC Limited, Shenzhen;;1,00;ENNO 70x70 Tischplatte weiß;für Sitztischgestell chrom;2062;;;;Möbel;Jan Ressel;551551;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;122;C MIC Limited, Shenzhen;;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;für Platte 70x70 weiß;2055;;;;Möbel;Jan Ressel;551551;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;1;205;LEATHER UNLIMITED;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Florian Wider;551508;20.02.2026;02.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;1;205;LEATHER UNLIMITED;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Florian Wider;551508;20.02.2026;02.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;1;205;LEATHER UNLIMITED;;4,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Florian Wider;551508;20.02.2026;02.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;1;205;LEATHER UNLIMITED;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Florian Wider;551508;20.02.2026;02.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;1;205;LEATHER UNLIMITED;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Florian Wider;551508;20.02.2026;02.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;1;205;LEATHER UNLIMITED;;4,00;Stuhl MUNICH grün;;1216;;;;Möbel;Florian Wider;551508;20.02.2026;02.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;;206;P.A.T. BUGAŁA sp.k., Czestochowa;;1,00;VERRA 70 Tischplatte rund Glas;für VERRA 70 LOW Glastisch;2068;;;;Möbel;Jan Ressel;551611;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;206;P.A.T. BUGAŁA sp.k., Czestochowa;;1,00;NINO/ENNO Loungetischgestell H 60cm;für VERRA 70 LOW Glastisch;2093;;;;Möbel;Jan Ressel;551611;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;206;P.A.T. BUGAŁA sp.k., Czestochowa;;1,00;VERRA 70 Adapter für Glasplatte;für VERRA 70 LOW Glastisch;2069;;;;Möbel;Jan Ressel;551611;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;206;P.A.T. BUGAŁA sp.k., Czestochowa;;7,00;Dekosäule PRESENT 110;;1374;;;;Möbel;Jan Ressel;551611;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;206;P.A.T. BUGAŁA sp.k., Czestochowa;;7,00;Dekosäule PRESENT 80;;1376;;;;Möbel;Jan Ressel;551611;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;206;P.A.T. BUGAŁA sp.k., Czestochowa;;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Jan Ressel;551611;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;215;FANXI, Nanchang;;2,00;ENNO 70x70 Tischplatte weiß;für Sitztischgestell chrom;2062;;;;Möbel;Jan Ressel;551505;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;215;FANXI, Nanchang;;2,00;NINO/ENNO Sitztischgestell H75cm, chrom;für Platte 70x70 weiß;2055;;;;Möbel;Jan Ressel;551505;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;215;FANXI, Nanchang;;8,00;Stuhl KUADRA XL schwarz;;1237;;;;Möbel;Jan Ressel;551505;20.02.2026;02.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;C2;;217;Meplan, München;GEDORE;2,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;551808;04.05.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;218;Imprinting srl, Arezzo;;4,00;Stuhl KUADRA weiß;;1539;;;;Möbel;Jan Ressel;551550;20.02.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;219;Shenzhen Yadao Packaging Co Ltd, Shenzhen;;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Jan Ressel;551778;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;219;Shenzhen Yadao Packaging Co Ltd, Shenzhen;;2,00;Lagerregal RACK alu;;1166;;;;Möbel;Jan Ressel;551650;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;219;Shenzhen Yadao Packaging Co Ltd, Shenzhen;;4,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551650;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;219;Shenzhen Yadao Packaging Co Ltd, Shenzhen;;1,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551650;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;219;Shenzhen Yadao Packaging Co Ltd, Shenzhen;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551650;20.02.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;231;Shenzhen Sitoone Leather Co. Ltd, Shenzhen;;4,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;552005;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;231;Shenzhen Sitoone Leather Co. Ltd, Shenzhen;;1,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;552005;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;231;Shenzhen Sitoone Leather Co. Ltd, Shenzhen;;1,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;552005;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;231;Shenzhen Sitoone Leather Co. Ltd, Shenzhen;;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Jan Ressel;552005;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;248;GEMO SARL, Marseille;;8,00;Stuhl MUNICH anthrazit;in Sitzgruppe;1214;;;;Möbel;Jan Ressel;551500;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;248;GEMO SARL, Marseille;;2,00;MUNICH 70x70 Tischgestell, chrom;für PLatte 70x70 weiß;2043;;;;Möbel;Jan Ressel;551500;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;248;GEMO SARL, Marseille;;2,00;MUNICH 70x70 Platte weiß;für Gestell 70x70 chrom;2045;;;;Möbel;Jan Ressel;551500;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;248;GEMO SARL, Marseille;;7,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Jan Ressel;551500;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;248;GEMO SARL, Marseille;;7,00;CLASSICO Tischvitrinen-Aufsatz;;2078;;;;Möbel;Jan Ressel;551500;20.02.2026;02.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;C2;;310;Meplan, München;Zwick;1,00;LEVANTE 170x60 Platte weiß;für Stehtisch;2075;;;;Möbel;Jan Ressel;551814;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;C2;;310;Meplan, München;Zwick;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Jan Ressel;551814;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;C2;;310;Meplan, München;Zwick;1,00;LEVANTE 120x60 Platte weiß;für Sitztisch;2074;;;;Möbel;Jan Ressel;551814;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;C2;;310;Meplan, München;Zwick;2,00;LEVANTE Fuß Höhe 75cm weiß;3 Stück / Spax 5x80 mm;2073;;;;Möbel;Jan Ressel;551814;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;C2;;310;Meplan, München;Zwick;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Jan Ressel;551814;04.05.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;316;SUMA W. Malok GmbH, Eisingen;;2,00;Barhocker CUBE weiß;;1025;;;;Möbel;Jan Ressel;551944;20.02.2026;15.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;316;SUMA W. Malok GmbH, Eisingen;;5,00;Stuhl MUNICH hellgrau;;1217;;;;Möbel;Jan Ressel;551944;20.02.2026;15.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;316;SUMA W. Malok GmbH, Eisingen;;1,00;MUNICH 70x70 Platte weiß;chrom;2045;;;;Möbel;Jan Ressel;551944;20.02.2026;15.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;;316;SUMA W. Malok GmbH, Eisingen;;1,00;MUNICH 70x70 Tischgestell, chrom;;2043;;;;Möbel;Jan Ressel;551944;20.02.2026;15.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;C2;2;408;Busch & Co. GmbH & Co. KG, Engelskirchen;;1,00;Bartheke PURO BAR LIGHT;;1325;;;;Möbel;Julian Micheli;551232;20.02.2026;17.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C2;2;408;Busch & Co. GmbH & Co. KG, Engelskirchen;;3,00;Stuhl KUADRA weiß;;1539;;;;Möbel;Julian Micheli;551232;20.02.2026;17.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C2;2;408;Busch & Co. GmbH & Co. KG, Engelskirchen;;1,00;Barhocker LEM weiß;;1022;;;;Möbel;Julian Micheli;551232;20.02.2026;17.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C2;2;408;Busch & Co. GmbH & Co. KG, Engelskirchen;;1,00;NINO 80 Tischplatte rund weiß;;2071;;;;Möbel;Julian Micheli;551232;20.02.2026;17.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C2;2;408;Busch & Co. GmbH & Co. KG, Engelskirchen;;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Julian Micheli;551232;20.02.2026;17.11.2025;Julia Walch;Standbau
Inhorgenta 2026, München;C2;;408A;Badeco SA, Genève;Badeco;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Julian Micheli;551572;20.02.2026;08.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;;408A;Badeco SA, Genève;Badeco;1,00;Stehtisch LIDO HIGH weiß;;1468;;;;Möbel;Julian Micheli;551572;20.02.2026;08.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;;408A;Badeco SA, Genève;Badeco;1,00;LIDO Husse rot;;2033;;;;Möbel;Julian Micheli;551572;20.02.2026;08.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;;408A;Badeco SA, Genève;Badeco;4,00;Barhocker COMA weiß;;1038;;;;Möbel;Julian Micheli;551572;20.02.2026;08.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;;408A;Badeco SA, Genève;Badeco;1,00;ENNO 160x70 Platte weiß;für Stehtisch;2064;;;;Möbel;Julian Micheli;551572;20.02.2026;08.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;;408A;Badeco SA, Genève;Badeco;2,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 160x70cm weiß;2057;;;;Möbel;Julian Micheli;551572;20.02.2026;08.12.2025;Nicole Dollmann;Standbau
Inhorgenta 2026, München;C2;4/6;411;ERNST & FRIENDS GMBH, Elmenhorst/Lanken;;3,00;Tischvitrine PURO GLAS LIGHT;;1514;;;;Möbel;Georg  Knopp;552193;20.02.2026;23.01.2026;Nicole Dollmann;Standbau
