Kunde/Lieferant;Kommission;Liefertermin (Möbel);Halle;Sektor;Standnummer;Artikel-Nr.;Liefermenge;Einheit;Kurztext;Langtext;zusatzinfo Lieferschein Position;Ansprechpartner Kunde;Verantwortlich intern;Lieferschein Nummer;Lieferschein Datum;Artikel Obergruppe;lieferschein Notiz;Messe;Art;Person/Zeichen;Kopfprojektnummer;Veranstaltungsbeginn;Veranstaltungsende;Abholtermin;Begründung Liefersperre;NICHT liefern;Uhrzeit Lieferung;Lieferort;Kontakt vor Ort
Diakonie-Krankenhaus Harz GmbH, Elbingerode;;;07;;B31;1173;1,00;Stück;Schließfachschrank LOCKER grau;"LOCKER Schließfachschrank, grau
4 Fächer, abschließbar, Spanplatte
BxTxH: 45x50x180cm";;Lena Jessen;Sophia Kistler;633695;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Gästehaus Lindenhof, Rettenbach a. Auerberg;;;03;;F41;1362;1,00;Stück;Infotheke OCTA INFO 108 silber mit Türen;"OCTA INFO Infotheke mit Schiebetüren, weiß
versperrbar, Rahmen Alu natur
BxTxH: 103x52x108cm";;Michaela Hald;Sophia Kistler;633687;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;1189;1,00;Stück;Papierkorb DUSTIN schwarz;"DUSTIN Papierkorb schwarz
ØxH: 30x42cm";;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;2061;2,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;2057;8,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 160x70cm weiß;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;2057;2,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70 rund weiß;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;2064;4,00;x;ENNO 160x70 Platte weiß;ENNO 160x70 Tischplatte weiß;für Stehtisch;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;1003;2,00;Stück;Barhocker ZETT schwarz;"ZETT Barhocker, schwarz
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;1168;2,00;Stück;Kunststoffregal STACK weiß;"STACK Kunststoffregal, weiß
5 Böden, BxTxH: 75x30x170cm";;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Pentel Bürobedraf-Handelsgesellschaft m.b.H;;B2;;A45;1003;4,00;Stück;Barhocker ZETT schwarz;"ZETT Barhocker, schwarz
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";in Stehgruppe;Verena Reinelt;Jan Ressel;633667;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
Wort & Wissen e.V., Freudenstadt;;;03;;A40;2054;1,00;x;MUNICH 130x70 Platte weiß;MUNICH 130x70 Tischplatte weiß;für Gestell 130x70 chrom;Peter Borger;Sophia Kistler;633692;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Wort & Wissen e.V., Freudenstadt;;;03;;A40;1219;2,00;Stück;Stuhl MUNICH schwarz;"MUNICH Polsterstuhl, schwarz
Polster, Chrom
BxTxH: 51x56x85cm, SH: 45cm";;Peter Borger;Sophia Kistler;633692;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Wort & Wissen e.V., Freudenstadt;;;03;;A40;2086;2,00;x;MUNICH 160x70 Tischgestell, chrom;MUNICH 160x70 Tischgestell chrom;für Platte 160x70 weiß;Peter Borger;Sophia Kistler;633692;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Wort & Wissen e.V., Freudenstadt;;;03;;A40;2042;2,00;x;MUNICH 160x70 Platte weiß;MUNICH 160x70 Tischplatte weiß;für Gestell 160x70 chrom;Peter Borger;Sophia Kistler;633692;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
Wort & Wissen e.V., Freudenstadt;;;03;;A40;2052;1,00;x;MUNICH 130x70 Tischgestell, chrom;MUNICH 130x70 Tischgestell chrom;für Platte 130x70 weiß;Peter Borger;Sophia Kistler;633692;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Tessitura Pardi SRL;;A2;;D29;1539;3,00;Stück;Stuhl KUADRA weiß;"KUADRA Stuhl weiß
Kunststoff, Chrom
BxTxH: 48x53x86cm, SH: 46cm";;Verena Reinelt;Jan Ressel;633642;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Tessitura Pardi SRL;;A2;;D29;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;chrom;Verena Reinelt;Jan Ressel;633642;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Tessitura Pardi SRL;;A2;;D29;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Verena Reinelt;Jan Ressel;633642;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Tessitura Pardi SRL;;A2;;D29;1189;1,00;Stück;Papierkorb DUSTIN schwarz;"DUSTIN Papierkorb schwarz
ØxH: 30x42cm";;Verena Reinelt;Jan Ressel;633642;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Tessitura Pardi SRL;;A2;;D29;1465;2,00;Stück;Tisch MILANO weiß;"MILANO Tisch, weiß
klappbar, Spanplatte, verchromt
BxTxH: 120x80x75cm";;Verena Reinelt;Jan Ressel;633642;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;IBU Jewels BV;;A3;;C46;2089;1,00;x;LEVANTE 220x60 Platte weiß;LEVANTE 220x60 Tischplatte;für Stehtisch;Verena Reinelt;Jan Ressel;633651;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;IBU Jewels BV;;A3;;C46;2074;2,00;x;LEVANTE 120x60 Platte weiß;LEVANTE 120x60 Tischplatte;für Stehtisch;Verena Reinelt;Jan Ressel;633651;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;IBU Jewels BV;;A3;;C46;2072;4,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Verena Reinelt;Jan Ressel;633651;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;IBU Jewels BV;;A3;;C46;2072;2,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Verena Reinelt;Jan Ressel;633651;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Rollin´Art GmbH ;;A3;;D43;2070;1,00;x;NINO 80 Tischplatte rund schwarz;NINO 80 Tischplatte rund schwarz;für Sitztischgestell schwarz;Verena Reinelt;Jan Ressel;633652;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Rollin´Art GmbH ;;A3;;D43;2108;1,00;x;NINO/ENNO DARK Sitztischgestell H75cm, schwarz;"NINO/ENNO DARK Sitztischgestell H 75cm
schwarz, Ø: 8cm, Länge: 67cm";für Platte 80 rund schwarz;Verena Reinelt;Jan Ressel;633652;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Rollin´Art GmbH ;;A3;;D43;1221;2,00;Stück;Stuhl JAZZ schwarz/schwarz;"JAZZ Polsterstuhl, schwarz
Polster, Gestell schwarz
BxTxH: 51x56x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633652;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Vitrinen;;A1/A2;;Übergang;1497;9,00;Stück;Schrankvitrine GIGANTE CAB 105;"GIGANTE CAB 105 Schrankvitrine mit Unterschrank 
beleuchtet, verschließbar, Alu natur, Glas
BxTxH: 105x55x180cm";;Anne Kirschner;Jan Ressel;633638;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Vitrinen;;A1/A2;;Übergang;1502;4,00;Stück;Schrankvitrine VERDI 100 Ganzglas;"VERDI 100 Schrankvitrine Ganzglas 
beleuchtet, verschließbar, Aluminium, Glas 
BxTxH: 102x50x180cm";;Anne Kirschner;Jan Ressel;633638;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
KIRCHE IN NOT, München;;;07;;E42;1023;2,00;Stück;Barhocker CUBE rot;"CUBE Barhocker, rot
Kunstleder, Chrom
BxTxH: 32x32cm, SH: 80cm";;André Stiefenhofer;Sophia Kistler;633684;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
KIRCHE IN NOT, München;;;07;;E42;1146;3,00;Stück;Sessel CUBICO rot;"CUBICO Sessel, rot
Kunstleder
BxTxH: 63x55x74cm, SH: 45cm";;André Stiefenhofer;Sophia Kistler;633684;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;für Gestell 70x70 chrom;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;1507;1,00;Stück;Tischvitrine VITREO 145;"VITREO 145 Tischvitrine 
verschließbar, Aluminium weiß, Glas 
BxTxH: 145x70x90cm, GH: 20cm";;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;für PLatte 70x70 weiß;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;1100;1,00;Stück;Kühlschrank COOL M (140);"COOL M Kühlschrank
Inhalt ca. 140l, extra Gefrierabteil
BxTxH: ca. 59x60x85cm";weiß/grau;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;1504;1,00;Stück;Tischvitrine VITREO 102;"VITREO 102 Tischvitrine 
verschließbar, Aluminium, Glas
BxTxH: 102x52,5x90cm, GH: 20cm

";;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;1499;1,00;Stück;Schrankvitrine GIGANTE CAB 154;"GIGANTE CAB 154 Schrankvitrine mit Unterschrank 
beleuchtet, verschließbar, Aluminium, Glas 
BxTxH: 154x55x180cm, GH: 110cm";;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Seis Hans-Peter Handelsvertretung ;;B2;;F10;1214;4,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";in Sitzgruppe;Verena Reinelt;Jan Ressel;633677;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Smitten GmbH;;A3;;F19;1168;1,00;Stück;Kunststoffregal STACK weiß;"STACK Kunststoffregal, weiß
5 Böden, BxTxH: 75x30x170cm";;Verena Reinelt;Jan Ressel;633654;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Smitten GmbH;;A3;;F19;1231;2,00;Stück;Stuhl VITA weiß;"VITA Stuhl, weiß
Holz, Chrom
BxTxH: 43x44x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633654;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Smitten GmbH;;A3;;F19;2043;5,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Verena Reinelt;Jan Ressel;633654;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Smitten GmbH;;A3;;F19;1533;1,00;Stück;Multiständer MONO (mit 1 Stange);"MONO Multiständer
1x Stange Ø: 16 mm, Edelstahl
BxTxH: 150x45x150cm";MONO (mit 1 Stange);Verena Reinelt;Jan Ressel;633654;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Smitten GmbH;;A3;;F19;2045;5,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;chrom;Verena Reinelt;Jan Ressel;633654;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;2064;1,00;x;ENNO 160x70 Platte weiß;ENNO 160x70 Tischplatte weiß;;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;1150;1,00;Stück;Couch ARENA DOUBLE weiß;"ARENA DOUBLE Couch, weiß 
Doppelsitzer, Kunstleder
BxTxH: 118x68x75cm, SH: 44cm";;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;1003;2,00;Stück;Barhocker ZETT schwarz;"ZETT Barhocker, schwarz
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;2057;2,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;1214;2,00;Stück;Stuhl MUNICH anthrazit;"MUNICH Polsterstuhl, anthrazit
Polster, Gestell verchromt
BxTxH: 51x56x85cm, SH: 45cm";;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;2055;1,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;2061;2,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
neues-Ziel Weiterbildungsinstitut, Bellheim;;;07;;D65;2055;2,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;Andrea Günther;Sophia Kistler;633699;10.12.2025;Möbel;MEHR 2026, Augsburg | Möbel | HL 10.12.2026;MEHR 2026, Augsburg;Standardlieferschein;Sophia Kistler;04191;03.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Sac & Co BV;;B1;;B34;1027;2,00;Stück;Barhocker HAY BAR weiß;"HAY BAR Barhocker, weiß
Kunststoff, Holz
BxTxH: 50x46x86cm, SH: 75cm";;Verena Reinelt;Jan Ressel;633656;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Sac & Co BV;;B1;;B34;1913;1,00;Stück;Stehtisch COPEN HIGH 70 weiß;"COPEN HIGH 70 Stehtisch, weiß
Spanplatte, Eiche
ØxH: 70x110cm";wird von HUMMEL geliefert;Verena Reinelt;Jan Ressel;633656;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Agentur Plescher ;;B2;;C10;2075;2,00;x;LEVANTE 170x60 Platte weiß;LEVANTE 170x60 Tischplatte;für Stehtisch;Verena Reinelt;Jan Ressel;633669;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Agentur Plescher ;;B2;;C10;1004;1,00;Stück;Barhocker ZETT weiß;"ZETT Barhocker, weiß 
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Verena Reinelt;Jan Ressel;633669;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Agentur Plescher ;;B2;;C10;2072;4,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;;Verena Reinelt;Jan Ressel;633669;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Hocari LTD;;B1;;E42;1217;2,00;Stück;Stuhl MUNICH hellgrau;"MUNICH Polsterstuhl, hellgrau 
Polster, Chrom
BxTxH: 51x56x85cm, SH: 45cm";;Verena Reinelt;Jan Ressel;633662;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Hocari LTD;;B1;;E42;1464;2,00;Stück;Tisch MILANO grau;"MILANO Tisch, grau
klappbar, Spanplatte, verchromt
BxTxH: 120x80x75cm";;Verena Reinelt;Jan Ressel;633662;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Hocari LTD;;B1;;E42;2043;1,00;x;MUNICH 70x70 Tischgestell, chrom;MUNICH 70x70 Tischgestell chrom;;Verena Reinelt;Jan Ressel;633662;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
TrendSet, München;Hocari LTD;;B1;;E42;2045;1,00;x;MUNICH 70x70 Platte weiß;MUNICH 70x70 Tischplatte weiß;chrom;Verena Reinelt;Jan Ressel;633662;10.12.2025;Möbel;TrendSet Januar 2026, München | Möbel | HL 10.12.2025;TrendSet Januar 2026, München;Standardlieferschein;Sophia Kistler;04069;04.01.2026;06.01.2026;;;FALSCH;;;
